message_shortname,image,direct_to_nurse,english,hindi,hindi_male,hindi_female
1_6_7_gmline,,,"If the line moves upwards then the child is growing in a healthy way, but if the line is flat it means that the child’s growth is slow (not happening?) and if the line is going downwards the child needs attention.","यदि रेखा ऊपर की ओर जाती है तो बच्चा स्वस्थ रूप से बढ़ रहा है, लेकिन यदि रेखा समतल है तो इसका मतलब है कि बच्चे की वृद्धि धीमी है (नहीं हो रही है) और यदि रेखा नीचे की ओर जा रही है तो बच्चे को ध्यान देने की आवश्यकता है क्यूंकि वो कुपोषण की ओर बढ़ रहा है।",,
1_6_8_gmquiz,gmquiz.png,,"Below is a picture showing the GM of 3 children of the same age. Based on this question you can send your answer by giving the number assigned to the child in the picture, 1, 2 or 3:","नीचे एक ही उम्र के 3 बच्चों के वृद्धि को दिखाने वाली एक तस्वीर है। इस प्रश्न के आधार पर, आप चित्र, 1, 2 या 3 में बच्चे को निर्दिष्ट संख्या देकर अपना उत्तर भेज सकते हैं:",,
1_6_8_gm_quiz_normal,,,"There are three different children that are marked in the growth chart below. Based on the growth chart, can you tell which child is showing normal growth? You can type your answer by writing 1, 2 or 3 depending on your response. ","नीचे दिए गये वृद्धि चार्ट में चिन्हित किये तीन अलग-अलग बच्चे हैं। ग्रोथ चार्ट के आधार पर, क्या आप बता सकते हैं कि कौन सा बच्चा सामान्य वृद्धि दिखा रहा है? आप अपनी प्रतिक्रिया के आधार पर 1, 2 या 3 लिखकर अपना उत्तर लिख सकते हैं।",,
1_6_8_gm_quiz_normal_1,,,That's correct! Child 1 is showing normal growth based on his growth chart.,यह सही है! बच्चा1 अपने ग्रोथ चार्ट के आधार पर सामान्य वृद्धि का  दिखा रहा है।,,
1_6_8_gm_quiz_normal_2,,,I'm sorry but that is the incorrect answer! Child 2 is not showing normal growth. ,मुझे क्षमा करें लेकिन वह गलत उत्तर है! बच्चा 2 सामान्य वृद्धि का नहीं दिखा रहा है।,,
1_6_8_gm_quiz_normal_3,,,I'm sorry but that is the incorrect answer! Child 3 is not showing normal growth.  ,मुझे क्षमा करें लेकिन वह गलत उत्तर है! बच्चा 3 सामान्य वृद्धि का नहीं दिखा रहा है।,,
1_6_8_gm_quiz_mn,,,"Which child is suffering from malnutrition? You can tell the number given to the child, 1, 2 or 3.
You can scroll up to see the picture again!","कौन सा बच्चा कुपोषण से पीड़ित है? आप बच्चे को दी गई संख्या, 1, 2 या 3 बता सकते हैं।
आप तस्वीर को फिर से देखने के लिए ऊपर भी जा सकते हैं!",,
1_6_8_gm_quiz_mn_1,,,I'm sorry but that is the incorrect answer! Child 1 is not suffering from malnutrition. ,मुझे क्षमा करें लेकिन वह गलत उत्तर है! बच्चा 1 कुपोषण से पीड़ित नहीं है।,,
1_6_8_gm_quiz_mn_2,,,That's correct! Child 2 is suffering malnutrition based on his growth chart. He lies in the yellow zone!,यह सही है! बच्चा 2 अपने वृद्धि चार्ट के आधार पर कुपोषण से पीड़ित है। वह पीले क्षेत्र में है!,,
1_6_8_gm_quiz_mn_3,,,I'm sorry but that is the incorrect answer! Child 3 is not suffering from just malnutrition. ,मुझे क्षमा करें लेकिन वह गलत उत्तर है! बच्चा 3 सिर्फ कुपोषण से पीड़ित नहीं है।,,
1_6_8_gm_quiz_smn,,,"Which child is suffering from severe malnutrition? You can tell the number given to the child, 1, 2 or 3.
You can scroll up to see the picture again!","कौन सा बच्चा गंभीर कुपोषण या अतिकुपोषिण से पीड़ित है? आप बच्चे को दी गई संख्या, 1, 2 या 3 बता सकते हैं।
आप तस्वीर को फिर से देखने के लिए ऊपर भी जा सकते हैं!",,
1_6_8_gm_quiz_smn_1,,,I'm sorry but that is the incorrect answer! Child 1 is not suffering from severe malnutrition. ,मुझे क्षमा करें लेकिन वह गलत उत्तर है! बच्चा 1 गंभीर कुपोषण से पीड़ित नहीं है।,,
1_6_8_gm_quiz_smn_2,,,I'm sorry but that is the incorrect answer! Child 2 is not suffering from severe malnutrition. ,मुझे क्षमा करें लेकिन वह गलत उत्तर है! बच्चा 2 गंभीर कुपोषण से पीड़ित नहीं है।,,
1_6_8_gm_quiz_smn_3,,,That's correct! Child 3 is suffering severe malnutrition based on his growth chart. He lies in the red zone!,यह सही है! बच्चा 3 अपने वृद्धि चार्ट के आधार पर गंभीर कुपोषण से पीड़ित है। वह लाल क्षेत्र में है!,,
1_6_8_gm_quiz_summary,,,"To summarize: Child 1 is normal because he is in the green zone, Child 2 is malnourished because he is in the yellow zone and Child 3 is severely malnourished because he is in the red zone!","संक्षेप में: बच्चा 1 सामान्य है क्योंकि वह हरे क्षेत्र में है, बच्चा 2 कुपोषित है क्योंकि वह पीले क्षेत्र में है और बच्चा 3 गंभीर रूप से कुपोषित है या अतिकुपोषित है  क्योंकि वह लाल क्षेत्र में है!",,
1_7_ft,,,"One of the different ways the nutrition of a child can be improved is through increased understanding of feeding techniques. While the scope of feeding techniques is vast, some of the things I can tell you about are: 
1) Number of times a child should be fed 
2) Recognizing signs of hunger in your child 
3) Importance of exclusive breastfeeding 
4) Expressing milk- meaning and purpose 
5) Steps to express milk
Please enter the number of the topic you want information on.","विभिन्न तरीके हैं जिससे की एक बच्चे के पोषण में सुधार किया जा सकता है, उनमे से एक होती हैं खिलाने की तकनीकों के ज़रिये। हालांकि खिलाने की तकनीकों का दायरा बहुत बड़ा है, इसमें कुछ चीज़ें जिस पर मैं आपसे बात कर सकती हूँ वो हैं:
1) एक बच्चे को कितनी बार दूध पिलाना चाहिए
2) अपने बच्चे में भूख के संकेतों को पहचानना
3) विशेष स्तनपान का महत्व
4) दूध व्यक्त करना- अर्थ और उद्देश्य
5) दूध को व्यक्त करने के लिए कदम
कृपया उस विषय की संख्या दर्ज करें जिस पर आप जानकारी चाहते हैं।",,
1_7_1_freq,,,"[Child name]’s stomach is small. Therefore he/she should be fed frequently on demand—at least 8 — 12 times in 24 hours, day and night—in order to be adequately nourished. Breastfeeding helps the mother and baby to form a close loving relationship which makes mothers feel deeply satisfied emotionally.","[child name] का पेट छोटा है। इसलिए उसे जितनी बार वह मांगे उतनी बार अक्सर खिलाया जाना चाहिए - 24 घंटे में कम से कम 8 - 12 बार - दिन और रात जोड़ कर - ताकि उसे पर्याप्त रूप से पोषण मिले। स्तनपान कराने से माँ और बच्चे को एक करीबी प्यार भरा रिश्ता बनाने में मदद मिलती है जिससे माँ भावनात्मक रूप से गहराई से संतुष्ट महसूस करती हैं।
",,
1_7_2_hunger,,,"With time you will learn how to recognize the [child name]’s way of communicating hunger. She/he might rub the mouth with a fist, start to fuss, or open the mouth wide towards the breast. These are indications that the she/he is ready for breastfeeding. The mother should not wait for the baby to cry before feeding it. Crying is a late sign of hunger. "," समय के साथ आप जानेंगे कि बच्चा कैसे भूक के संकेत देता है।वह मुंह को मुट्ठी से रगड़ सकती है, उपद्रव करना शुरू कर सकता है, या मुंह को स्तन की तरफ खोल सकता है। ये संकेत हैं कि वह स्तनपान के लिए तैयार है। भूख को पहचानने और बच्चे को स्तनपान करने के लिए,  [child name] के रोने का इंतजार करने की आवश्यकता नहीं होनी चाहिए। दूध पिलाने से पहले मां को बच्चे के रोने का इंतजार नहीं करना चाहिए। रोना सबसे आखिर का देर से मिलने वाला संकेत है, बच्चे को उससे पहले ही खिलाना चाहिए!
"," समय के साथ आप जानेंगे कि बच्चा कैसे भूक के संकेत देता है।वह मुंह को मुट्ठी से रगड़  सकता  है, उपद्रव करना शुरू कर सकता है, या मुंह को स्तन की तरफ खोल सकता है। ये संकेत हैं कि वह स्तनपान के लिए तैयार है। भूख को पहचानने और बच्चे को स्तनपान करने के लिए,  [child name] के रोने का इंतजार करने की आवश्यकता नहीं होनी चाहिए। दूध पिलाने से पहले मां को बच्चे के रोने का इंतजार नहीं करना चाहिए। रोना सबसे आखिर का देर से मिलने वाला संकेत है, बच्चे को उससे पहले ही खिलाना चाहिए!
"," समय के साथ आप जानेंगे कि बच्चा कैसे भूक के संकेत देता है।वह मुंह को मुट्ठी से रगड़ सकती  है, उपद्रव करना शुरू कर सकती  है, या मुंह को स्तन की तरफ खोल  सकती है। ये संकेत हैं कि वह स्तनपान के लिए तैयार है। भूख को पहचानने और बच्चे को स्तनपान कराने के लिए,  [child name] के रोने का इंतजार करने की आवश्यकता नहीं होनी चाहिए। दूध पिलाने से पहले मां को बच्चे के रोने का इंतजार नहीं करना चाहिए। रोना सबसे आखिर का देर से मिलने वाला संकेत है, बच्चे को उससे पहले ही खिलाना चाहिए!
"
1_7_3_ebfacts,,,"Here are these facts!
-> Exclusive breastfeeding gives an infant the best chance to grow and stay healthy. 
-> It promotes production of more milk. 
-> Giving other food or fluids reduces the amount of breastmilk the child takes and, as a result, the amount of breastmilk the mother produces too is reduced. 
-> It decreases the transmission of germs from the environment. Water, feeding bottles, and utensils can pass germs to the young infant, even when they appear “clean”. The infant can become sick from the germs. 
-> It ensures that the milk the child gets is nutritious. Breast-milk contains all the nutrients that a baby needs during the first 6 months of life. Other foods or fluids may be too diluted or thin and can be contaminated. 
-> It provides enough iron. Iron contributes to the development of the brain, and helps the child focus attention. Iron from breast-milk is absorbed better. 
-> Young infants often have difficulty digesting animal milk. 
-> Animal milk may cause diarrhoea, rashes, or other allergies. Diarrhoea may continue and become persistent, leading to undernutrition
","ये हैं ये तथ्य!
>> विशेष स्तनपान एक शिशु को विकसित होने और स्वस्थ रहने का सबसे अच्छा मौका देता है।
>> यह अधिक दूध के उत्पादन को बढ़ावा देता है।
>> अन्य भोजन या तरल पदार्थ देने से बच्चे के द्वारा लिए जाने वाले स्तनदूध की मात्रा कम हो जाती है और इसके परिणामस्वरूप, माँ द्वारा उत्पादित स्तनदूध की मात्रा भी कम हो जाती है।
>> यह पर्यावरण से कीटाणुओं के संचरण को कम करता है। पानी, दूध पिलाने की बोतलें और बर्तन युवा शिशु को रोगाणु से गुजार सकते हैं, यहां तक ​​कि जब वे ""साफ"" दिखाई देते हैं। शिशु कीटाणुओं से बीमार हो सकता है।
>> यह सुनिश्चित करता है कि बच्चे को मिलने वाला दूध पौष्टिक हो। स्तन-दूध में वे सभी पोषक तत्व होते हैं जो एक बच्चे को जीवन के पहले 6 महीनों के दौरान चाहिए होते हैं। अन्य खाद्य पदार्थ या तरल पदार्थ बहुत पतला या पतला हो सकता है और दूषित हो सकता है।
>> यह पर्याप्त आयरन प्रदान करता है। आयरन मस्तिष्क के विकास में योगदान देता है, और बच्चे को ध्यान केंद्रित करने में मदद करता है। स्तन-दूध से आयरन बेहतर अवशोषित होता है।
>> युवा शिशुओं को अक्सर पशु के दूध को पचाने में कठिनाई होती है।
>> पशु के दूध से दस्त, चकत्ते या अन्य एलर्जी हो सकती है। दस्त जारी रह सकते हैं और लगातार हो सकते हैं, जिससे कुपोषण बढ़ सकता है
",,
1_7_4_expmilk,,,"Expressing milk can be useful in several situations especially for feeding a young infant too weak to attach well to the nipple. Most newborns and young infants are strong enough to begin suckling right away. However, a baby may be low weight or for other reasons too weak to take enough milk. It may be necessary to express milk from the breast, and give it to the baby in small sips with a spoon or a small katori. Discourage the use of a feeding bottle. The use of the nipple on the feeding bottle will interfere with the newborn’s suckling on the breast. This makes it more difficult for the newborn to breastfeed effectively. Also, a bottle and nipple are more difficult to clean well than a katori.","दूध को व्यक्त करना कई स्थितियों में उपयोगी हो सकता है, विशेष रूप से युवा शिशु को खिलाने के लिए, जो निप्पल को अच्छी तरह से पकड़ नहीं पाता है। अधिकांश नवजात शिशु और युवा शिशु पर्याप्त रूप से मजबूत होते हैं और तुरंत चूसना शुरू कर देते हैं। पर ऐसा भी हो सकता है की पर्याप्त दूध लेने के लिए शिशु का वजन कम हो सकता है या अन्य कारणों से भी वो कमजोर हो सकता है। ऐसे में स्तन से दूध को व्यक्त करना आवश्यक हो सकता है, और बच्चे को चम्मच या छोटे कटोरी के साथ छोटे घूंट में दे सकते है। दूध की बोतल से दूध पिलाना उतना सही नहीं होता है। उस बोतल पर निप्पल का उपयोग स्तन पर नवजात शिशु के चूसने के साथ हस्तक्षेप करेगा। इससे नवजात शिशु को प्रभावी ढंग से स्तनपान कराने में अधिक मुश्किल होती है। इसके अलावा, एक बोतल और उसके निप्पल को कटोरी की तुलना में अच्छी तरह से साफ करना अधिक कठिन होता है।
",,
1_7_5_expmilksteps,,,"» Mother should express the breast-milk herself 
» She should wash her hands well before expressing the milk and sit comfortably and hold a clean katori near her breast 
» She should put her thumb above the nipple and areola on the breast and her first finger below the nipple and areola. After this she should support her breast with other fingers. 
» The mother should then press the thumb and first finger towards the chest wall. She should press her breast behind the nipple and areola between her finger and thumb. Then she should press and release alternately. This should not hurt. 
» The milk may take some time to flow so do not be alarmed. After pressing several times the milk will begin to flow. The milk may come out in streams. Avoid squeezing the nipple since this may hurt. 
» Express one breast for about five minutes and wait for the milk flow to slow down. Then express the other side and then repeat both. It takes about 20-30 minutes to express the breast-milk especially during the first few days since only little milk may be produced.


","स्तन-दूध को व्यक्त करने के लिए महत्वपूर्ण कदम:
>> माँ को स्तन-दूध को स्वयं व्यक्त करना चाहिए
>> दूध को व्यक्त करने से पहले उसे अपने हाथों को अच्छे से धोना चाहिए और आराम से बैठना चाहिए और अपने स्तन के पास एक साफ कटोरी पकड़नी चाहिए
>> उसे अपने अंगूठे को निप्पल और स्तन का घेरा (निप्पल के घेरे हुए जगह) के ऊपर रखना चाहिए और अपनी पहली उंगली निप्पल और स्तन का घेरा (निप्पल के घेरे हुए जगह) के नीचे। इसके बाद उसे अन्य उंगलियों के साथ अपने स्तन को पकड़ कर सहारा देना चाहिए।
>> माँ को फिर अंगूठे और पहली उंगली को छाती की ओर दबाना चाहिए। उसे अपने स्तन को निप्पल के पीछे, और स्तन के घेरे (निप्पल के घेरे हुए जगह) को अपनी उंगली और अंगूठे के बीच में रखना चाहिए। फिर उसे बारी-बारी से दबाना और छोड़ना चाहिए। इससे दर्द नहीं होना चाहिए।
>> दूध को प्रवाहित होने में कुछ समय लग सकता है इसलिए घबराहट न करें। कई बार दबाने के बाद दूध निकलना शुरू हो जाएगा। दूध एक धारा के रूप में बाहर आ सकता है। निप्पल को निचोड़ने से बचें क्योंकि इससे चोट लग सकती है।
>> लगभग पांच मिनट के लिए एक स्तन से दूध व्यक्त करें और दूध के प्रवाह को धीमा करने के लिए प्रतीक्षा करें। फिर दूसरे स्तन से दूध को व्यक्त करें और फिर दोनों को दोहराएं। पहले कुछ दिनों के दौरान स्तन-दूध को व्यक्त करने में लगभग 20-30 मिनट लगते हैं क्योंकि केवल थोड़ा दूध ही पैदा हो सकता है।
",,
1_8_lmn,,,"The nutrition of mothers when they are breastfeeding their children is extremely important for both her health and the infant’s health. With respect to the same, following are some areas I can provide you information on. Please press the number in front of the option you want know about: 
1. Why nutrition is important during lactation
2. How it affects the mother's health 
3. Benefits of breastfeeding to mothers 
4. How it affects breast milk  and its production  
5. How does it affect the health of the newborn and the child 
6. Nutritional deficiency and its management: Iron deficiency Anemia, Vitamin A deficiency, Lethargy and weakness/low productivity
7. Dietary recommendation during  lactation and how to increase nutrient value in homemade recipes.
8. Plan for a curative period between lactation and the next pregnancy. 
9. Other questions related to nutrition during lactation 
","स्तनपान कराने वाली माताओं का पोषण
जब वे अपने बच्चों को स्तनपान करा रही होती हैं, तो माताओं का पोषण उनके स्वास्थ्य और शिशु के स्वास्थ्य दोनों के लिए अत्यंत महत्वपूर्ण होता है। उसी के संबंध में, निम्नलिखित कुछ क्षेत्र हैं जिन पर मैं आपको जानकारी प्रदान करुँगी । आप जिस विकल्प के बारे में जानना चाहते हैं उसके सामने की  संख्या दबाए |
1) स्तनपान के दौरान पोषण क्यों महत्वपूर्ण है
2) यह माँ के स्वास्थ्य को कैसे प्रभावित करता है
3) माताओं को स्तनपान कराने के लाभ
4) यह स्तन के दूध और उसके उत्पादन को कैसे प्रभावित करता है
5) यह नवजात शिशु और बच्चे के स्वास्थ्य को कैसे प्रभावित करता है
6)पोषण की कमी और इसका प्रबंधन: आयरन की कमी से एनीमिया, विटामिन ए की कमी, सुस्ती और कमजोरी / कम उत्पादकता
7)स्तनपान के दौरान आहार संबंधी सिफ़ारिशें और घर के बने व्यंजनों में पोषक तत्वों के मूल्य को कैसे बढ़ाया जाए।
8) स्तनपान और अगली गर्भावस्था के बीच एक उपचारात्मक अवधि के लिए योजना।
9) स्तनपान के दौरान पोषण से संबंधित अन्य प्रश्न
",,
1_8_1_imp,,,"A balanced and nutrition rich diet for mothers while they are lactating is essential for providing physiological needs of the mother and for balancing the nutritional reserve which is the nutrition which a mother’s body stores even after breastfeeding the child.  It is also important for the healthy growth and development of the infant through ideal breast milk amount and content. During this period when the highest nutritional requirements are experienced, the mother needs that extra energy to protect both her own health and the infant’s health.","स्तनपान कराने वाली माताओं के लिए एक संतुलित और पोषण युक्त आहार माँ की शारीरिक ज़रूरतों को पूरा करने और पोषण आरक्षित रखने के लिए आवश्यक है, वह पोषण जो बच्चे को स्तनपान कराने के बाद भी माँ के शरीर में संग्रहीत होता है। यह आदर्श स्तन दूध, मात्रा और सामग्री के माध्यम से शिशु के स्वस्थ विकास और वृद्धि  के लिए भी महत्वपूर्ण है। इस अवधि के दौरान जब सबसे अधिक पोषण संबंधी आवश्यकताओं का अनुभव किया जाता है, तो माँ को अपने स्वास्थ्य और शिशु के स्वास्थ्य की सुरक्षा के लिए अतिरिक्त ऊर्जा की आवश्यकता होती है।",,
1_8_2_effectonmotherhealth,,,"Mother’s diet highly influences her health. The energy, protein and all the other nutrients of the breast milk are directly influenced by and created from either the mother’s diet or from her own body’s stores. If a woman does not get enough energy and nutrients in her diet during lactation period, this can reduce her energy and nutrient reserves, a process known as maternal depletion.","माँ का आहार उसके स्वास्थ्य को अत्यधिक प्रभावित करता है। स्तन के दूध की ऊर्जा, प्रोटीन और अन्य सभी पोषक तत्व सीधे माँ के आहार से या उसके शरीर के स्टोर से प्रभावित होते हैं। यदि एक महिला को स्तनपान कराने की अवधि के दौरान अपने आहार में पर्याप्त ऊर्जा और पोषक तत्व नहीं मिलते हैं, तो यह उसकी ऊर्जा और पोषक तत्वों के भंडार को कम कर सकता है, यह एक प्रक्रिया जिसे मातृ कमी कहा जाता है। ",,
1_8_3_benefitstomother,,,"Mothers who breastfeed their babies recover from childbirth more quickly and easily.
women who have breastfed experience reduced rates of breast and ovarian cancer later in life. 
breastfeeding can provide a natural form of contraception if the mother’s menses have not returned, the baby is breastfeeding day and night, and the baby is less than six months old.)
Mothers who breastfeed their babies are more likely to return to their pre pregnancy weight than mothers who formula feed.
","जो माताएं अपने बच्चों को स्तनपान कराती हैं, वे बच्चे के जन्म के बाद गर्भ से पूर्व अवस्था में बहुत जल्द और आसानी से वापस आ जाती है |
जिन महिलाओं को स्तनपान का अनुभव होता है, उन्हें जीवन में बाद में स्तन और डिम्बग्रंथि के कैंसर होने की सम्भावना काम हो जाती है | 
स्तनपान गर्भनिरोधक का एक प्राकृतिक रूप प्रदान कर सकता है यदि मां के मासिक धर्म वापस नहीं आए हैं, तो बच्चा दिन-रात स्तनपान कर रहा है, और बच्चा छह महीने से कम उम्र का है।)
जो माताएँ अपने बच्चों को स्तनपान कराती हैं, वे अपने पूर्व गर्भावस्था के वजन पर लौटने वाली माताओं की तुलना में अधिक भोजन करती हैं।
",,
1_8_4_effectonbm,,,"The amount of breast milk produced depends mainly on how often and how effectively the baby sucks on the breast. If a mother temporarily produces less milk than the infant needs, the infant responds by suckling more vigorously, more frequently, or longer at each feeding. This stimulates greater milk production. If the mother is extremely malnourished, there would be inadequate production of breast milk. When the breastfeeding mother is undernourished, it is safer, easier, and less expensive to give her more food than to expose the infant to the risks associated with breast milk substitutes.","उत्पादित स्तन के दूध की मात्रा मुख्यतः इस बात पर निर्भर करती है कि शिशु स्तन को  कितनी बार और कितनी प्रभावी रूप से चूसता है। यदि एक माँ अस्थायी रूप से शिशु की ज़रूरत से कम दूध का उत्पादन करती है, तो शिशु प्रत्येक भोजन पर अधिक जोर से, अधिक बार, या लंबे समय तक चूसकर प्रतिक्रिया करता है। यह अधिक दूध उत्पादन को उत्तेजित करता है। यदि माँ अत्यंत कुपोषित है, तो स्तन के दूध का अपर्याप्त उत्पादन होगा। जब स्तनपान कराने वाली मां  यदि कमजोर या कुपोषित है, तो उसे अधिक पौष्टिक भोजन देना शिशु को स्तन के दूध के विकल्प से जुड़े जोखिमों को उजागर करने की तुलना में सुरक्षित, आसान और कम खर्चीला होता है।",,
1_8_5_effectonchildhealth,,,"The diet of the mother has a huge impact on the health of the newborn, who is directly dependent on her for all it’s dietary requirements and also on the health of the child who breastfeeds. There are two components to the macronutrients that a child needs from breast milk, one that is independent of the diet of the mother and is produced by her body itself and two that is directly dependent on the dietary intake of the mother. Both of these kinds are extremely important for the growth of a child.","माँ के आहार का नवजात शिशु के स्वास्थ्य पर बहुत अधिक प्रभाव पड़ता है, जो सीधे उसके सभी आहार की आवश्यकताओं के लिए और बच्चे को स्तनपान कराने वाले  के स्वास्थ्य पर भी निर्भर करता है। एक बच्चे को स्तन के दूध की जरूरत होती है | शुष्म पोषक तत्व के दो घटक होते हैं,  एक वह जो मां के आहार से स्वतंत्र होता है और उसके शरीर द्वारा ही निर्मित होता है और दो जो सीधे मां के आहार सेवन पर निर्भर होते हैं। बच्चे के विकास के लिए ये दोनों प्रकार बेहद महत्वपूर्ण हैं। ",,
1_8_6_nutritionaldeficiency,,,"There are certain problems associated with nutritional deficiency. Press the number in front of the option you want to know more about: 
1) iron deficiency anemia and its management
2) vitamin A deficiency and its management
3) lethargy and weakness and their management
","पोषण की कमी से जुड़ी कुछ समस्याएं हैं। आप जिस समस्या के बारे में और  जानकारी चाहते हैं उसके आगे लिखी संख्या दर्ज करें:
1 ) लोहे की कमी वाले एनीमिया और उसका प्रबंधन 
2 ) विटामिन ए की कमी और उसका प्रबंधन 
3 ) सुस्ती और कमजोरी और उनके प्रबंधन ",,
1_8_6_1_iron,,,"  Iron deficiency anemia is a type of anemia that occurs when there is not enough iron to make hemoglobin in red blood cells. During pregnancy or lactation  when you don't have enough iron in your diet, you make fewer red blood cells, which is called  Iron deficiency anemia and it’s a very common problem in india.
Management:
- Pregnant women received Iron/Folic Acid tablets from their AWC that is beneficial in removing iron deficiency from the mother’s body. 
- By increasing iron-intake through locally available iron-rich sources like green vegetables, carrots and jaggery and black chana. These are easily available in your neighbourhood and you should increase their intake in your diet for your child to be healthy since they are dependent on your milk for their growth to the largest extent. Tea and caffeine reduce your body’s ability to absorb iron so it need to be avoided. 
- Vitamin C, sources  which include citrus fruits like amla, orange, lemon etc. increase your body’s capability to absorb iron. Also you should not take iron tablets with milk because that reduces the absorption of iron. 
 
","
आयरन की कमी वाला एनीमिया एक प्रकार का एनीमिया है जो तब होता है जब लाल रक्त कोशिकाओं में हीमोग्लोबिन बनाने के लिए पर्याप्त लोह मौजूद नहीं होता है। गर्भावस्था या स्तनपान के दौरान जब आपके आहार में पर्याप्त लोह नहीं होता है, तो आप कम लाल रक्त कोशिकाओं को बनाते हैं, जो आयरन की कमी से एनीमिया कहा जाता है और यह भारत में एक बहुत ही आम समस्या है।
प्रबंधन:
- गर्भवती महिलाओं को अपने आंगनवाड़ी कार्यकर्ता  से आयरन / फॉलिक एसिड की गोलियां लेनी चाहिए,जो माँ के शरीर से आयरन की कमी को दूर करने में लाभदायक हैं।
- आपके नजदीकी स्थानों में  उपलब्ध लौह युक्त स्रोतों जैसे हरी सब्जियां, गाजर और गुड़ और काले चना के माध्यम से आयरन का सेवन बढ़ाए । ये आपके पड़ोस में आसानी से उपलब्ध हैं और आपको अपने बच्चे के स्वस्थ होने के लिए अपने आहार में इनका सेवन बढ़ाना चाहिए क्योंकि वह अपने  विकास के लिए आपके दूध पर निर्भर हैं। चाय और कैफीन आपके शरीर की आयरन को अवशोषित करने की क्षमता को कम करते हैं, इसलिए इससे बचने की आवश्यकता है।
- विटामिन सी, ऐसे स्रोत जिनमें खट्टे फल जैसे आंवला, संतरा, नींबू आदि शामिल हैं, आपके शरीर की आयरन को अवशोषित करने की क्षमता को बढ़ाते हैं। इसके अलावा आपको दूध के साथ आयरन की गोलियां नहीं लेनी चाहिए क्योंकि यह आयरन के अवशोषण को कम करता है।",,
1_8_6_2_vitamina,,,"Women’s vitamin A requirements are highest during lactation, about 1.5 times greater than for non-pregnant, non-lactating women. Vitamin A deficiency is a public health concern, the maternal dietary intake of vitamin A may not be sufficient to meet either the maternal nutritional requirements, or those of the breastfed infant (since the concentration of the same is low in the breast milk).Vitamin A plays an important role in vision, growth and physical development, and immune function, and a deficiency of vitamin A increases the risk of night blindness and other ocular conditions.
Management
- Local sources of vitamin A like green leafy vegetables especially spinach ,sweet potato,carrot,meat,whole milk, apricots etc.
- Any oral vitamin A supplement ( provided by your aww).
","
स्तनपान कराने वाली महिलाओं को,  स्तनपान ना कराने वाली महिलाओं की तुलना में विटामिन ए की आवश्यकताएं लगभग 1.5 गुना अधिक होती हैं। विटामिन ए की कमी एक सार्वजनिक स्वास्थ्य चिंता है,विटामिन ए के मातृ आहार का सेवन या तो मातृ पोषण संबंधी आवश्यकताओं को पूरा करने के लिए पर्याप्त नहीं होता है, या स्तनपान करने वाले शिशुओं के लिए  (चूंकि विटामिन ए  की एकाग्रता स्तन के दूध में कम है)। विटमिन ए आँखों की रौशनी ,वृद्धि , शारीरिक विकास और प्रतिरक्षा समारोह में महत्वपूर्ण भूमिका निभाता है, और विटामिन ए की कमी के कारण रतौंधी और अन्य नेत्र संबंधी स्थितियों का खतरा बढ़ जाता है | 
प्रबंध
- विटामिन ए के स्थानीय स्रोत जैसे हरी पत्तेदार सब्जियाँ विशेष रूप से पालक, शकरकंद, गाजर, मांस, संपूर्ण दूध, खुबानी आदि।
- किसी भी मौखिक विटामिन ए पूरक (आपके आंगनवाड़ी द्वारा प्रदान है)।",,
1_8_6_3_lethargy,,,It means lack of energy to do work which commonly occurs because of low calorie intake or low level of nutrients in the body. This will affect the quality of time spent on childcare and also the other household activities a woman is responsible for.,"
इसका मतलब काम करने के लिए ऊर्जा की कमी होता है जो आमतौर पर कम भोजन  या शरीर में पोषक तत्वों के कमी  के कारण होता है। यह बच्चे की देखभाल गुणवत्ता को दिए जाने वाले समय को प्रभावित करेगा और अन्य घरेलू गतिविधियों के लिए भी जिम्मेदार है।",,
1_8_7_dietaryrec,,,"You will need additional 300-500 calories in your diet to meet the nutritional demands of your body and infant's need by breastfeeding.Drink plenty of liquids, such as juice, water, milk, and soup to quench your thirst.Eat 2 fruits per day. Local foods rich in micronutrients.                                                                                                                                   --Black sesame seeds(til),fenugreek seeds,pulses(dal) ,red vegetables (carrot,beetroot,turnip),fish,milk, ghee or oil, poultry, eggs, jaggery, green leafy vegetables (spinach,methi, chaulai) etc. You can increase the nutrient value in your homemade food by using  iodised salt and adding ghee or oil over the food you are eating and using locally made high nutritional value food items like sesame seed sweets (like laddoo)"," शरीर की पोषण संबंधी माँगों और स्तनपान द्वारा शिशु की ज़रूरतों को पूरा करने के लिए आपको अपने आहार में अतिरिक्त 300-500 कैलोरी की आवश्यकता होगी। पर्याप्त मात्रा में तरल पदार्थ, जैसे जूस, पानी, दूध और सूप का सेवन करें। । सूक्ष्म पोषक तत्वों से भरपूर स्थानीय खाद्य पदार्थ जैसे  - बेल के बीज (तिल), मेथी के बीज, दालें (दाल), लाल सब्जियां (गाजर, चुकंदर, शलजम), मछली, दूध, घी या तेल, मुर्गी, अंडे, गुड़, हरी पत्तेदार सब्जियां (पालक, मेथी, चौलाई) ) आदि आप अपने घर के बने भोजन में आयोडीन युक्त नमक का उपयोग करके और अपने द्वारा खाए जा रहे भोजन में घी या तेल मिलाकर, तिल के बीज की मिठाइयों (जैसे लड्डू) जैसे स्थानीय पोषक तत्वों से बने खाद्य पदार्थों का उपयोग बढ़ा सकते हैं।",,
